"","state_abbr","date","traf"
"637","LA",2020-05-04,-13.6137454493882
"638","IN",2020-05-04,-20.5083818545066
"639","IL",2020-05-04,-25.6284662793664
"640","FL",2020-05-04,-14.8577537986309
"641","CT",2020-05-04,-42.931725775112
"642","CO",2020-05-04,-28.9538174623174
"643","AZ",2020-05-04,-21.0564694495704
"644","AZ",2020-05-03,-28.1126208139343
"645","CO",2020-05-03,-32.4368034470956
"646","CT",2020-05-03,-42.9405052177161
"647","FL",2020-05-03,-24.8308194639784
"648","IL",2020-05-03,-35.2983661678152
"649","IN",2020-05-03,-36.9321111096435
"650","MO",2020-05-03,-27.5142619118305
"651","MI",2020-05-03,-40.6675307833588
"652","MA",2020-05-03,-45.4245288723966
"653","MT",2020-05-03,-27.5426279491278
"654","NC",2020-05-03,-34.64726875854
"655","OH",2020-05-03,-39.0275714387006
"656","NM",2020-05-03,-28.7804693469499
"657","NH",2020-05-03,-28.5935476097724
"658","RI",2020-05-03,-29.4694179450196
"659","TN",2020-05-03,-13.9621803441911
"660","US",2020-05-03,-32.3203489286573
"661","TX",2020-05-03,-30.259430961625
"662","VA",2020-05-03,-32.6835649137956
"663","WA",2020-05-03,-43.5858945654311
"664","WA",2020-05-02,-43.4284879896438
"665","VA",2020-05-02,-35.8336849823549
"666","TX",2020-05-02,-26.3568048583232
"667","US",2020-05-02,-30.0987921400692
"668","TN",2020-05-02,-8.92455403272242
"669","RI",2020-05-02,-32.6030730815155
"670","NH",2020-05-02,-33.2245048171492
"671","NM",2020-05-02,-28.7012611336308
"672","OH",2020-05-02,-33.8609952392637
"673","NC",2020-05-02,-33.3821883271442
"674","MT",2020-05-02,-16.8497024312228
"675","MA",2020-05-02,-45.794234000216
"676","MI",2020-05-02,-41.0427850574515
"677","MO",2020-05-02,-28.6818633193191
"678","IN",2020-05-02,-27.2673563862288
"679","LA",2020-05-02,-20.1976927343239
"680","IL",2020-05-02,-31.281636068756
"681","FL",2020-05-02,-24.5132530836602
"682","CT",2020-05-02,-44.6442510314669
"683","CO",2020-05-02,-35.0232709257744
"684","AZ",2020-05-02,-26.896175076596
"685","AZ",2020-05-01,-23.1080208530186
"686","CO",2020-05-01,-29.6790396050586
"687","CT",2020-05-01,-48.5504915260908
"688","FL",2020-05-01,-23.6114896724362
"689","IL",2020-05-01,-30.7037487500381
"690","LA",2020-05-01,-19.0513787895539
"691","IN",2020-05-01,-29.7637820548574
"692","MO",2020-05-01,-35.7757268544179
"693","MA",2020-05-01,-48.556650687877
"694","MI",2020-05-01,-41.9770751615349
"695","MT",2020-05-01,-22.7313104644538
"696","NC",2020-05-01,-33.4249437405855
"697","OH",2020-05-01,-36.2857768903392
"698","NM",2020-05-01,-28.4156915666844
"699","NH",2020-05-01,-41.2813170163158
"700","RI",2020-05-01,-38.9656664073565
"701","TN",2020-05-01,-13.132163663332
"702","US",2020-05-01,-30.4744661547064
"703","TX",2020-05-01,-25.6182568744604
"704","VA",2020-05-01,-39.71524922758
"705","WA",2020-05-01,-32.9182659430238
"706","WA",2020-04-30,-26.6653340182173
"707","VA",2020-04-30,-43.3848033908086
"708","TX",2020-04-30,-30.136129128911
"709","US",2020-04-30,-32.8601414529445
"710","TN",2020-04-30,-16.6880378543026
"711","RI",2020-04-30,-39.2527411846124
"712","NH",2020-04-30,-37.0188227216381
"713","NM",2020-04-30,-28.3743447705904
"714","OH",2020-04-30,-36.2325962588682
"715","NC",2020-04-30,-37.8436186084607
"716","MT",2020-04-30,-19.3083483330278
"717","MI",2020-04-30,-39.5687757308306
"718","MA",2020-04-30,-46.8231221284412
"719","MO",2020-04-30,-31.2766609586473
"720","IN",2020-04-30,-30.3682012661781
"721","LA",2020-04-30,-19.6399542532621
"722","IL",2020-04-30,-29.4246024543809
"723","FL",2020-04-30,-36.5205346232551
"724","CT",2020-04-30,-49.4962811380128
"725","CO",2020-04-30,-26.1048036631394
"726","AZ",2020-04-30,-26.2553113120248
"727","AZ",2020-04-29,-25.7585142169639
"728","CO",2020-04-29,-25.0336357973633
"729","CT",2020-04-29,-44.0303548526828
"730","FL",2020-04-29,-33.225962319274
"731","IL",2020-04-29,-36.6474113802702
"732","LA",2020-04-29,-28.2015086748236
"733","IN",2020-04-29,-33.2312775085174
"734","MO",2020-04-29,-43.521335023429
"735","MA",2020-04-29,-41.3921738685256
"736","MI",2020-04-29,-44.5840226851312
"737","MT",2020-04-29,-10.7870048331812
"738","NC",2020-04-29,-31.6118893436399
"739","OH",2020-04-29,-37.0014973791734
"740","NM",2020-04-29,-26.568466090318
"741","NH",2020-04-29,-28.2748765830339
"742","RI",2020-04-29,-33.713054176379
"743","TN",2020-04-29,-26.1096788427285
"744","US",2020-04-29,-32.9594800452989
"745","TX",2020-04-29,-28.0622032495318
"746","VA",2020-04-29,-35.9844133168544
"747","WA",2020-04-29,-26.2915926676527
"748","VT",2020-04-29,-35.5883722739378
"749","WA",2020-04-28,-26.2833576114054
"750","VT",2020-04-28,-36.7491218398272
"751","VA",2020-04-28,-35.7707980388512
"752","TX",2020-04-28,-31.0237217404753
"753","US",2020-04-28,-31.3434351874901
"754","TN",2020-04-28,-15.4185975831495
"755","RI",2020-04-28,-36.562994474627
"756","NH",2020-04-28,-32.1305483666847
"757","NM",2020-04-28,-27.5214392958619
"758","OH",2020-04-28,-34.0183265479487
"759","NC",2020-04-28,-28.6821653699716
"760","MT",2020-04-28,-14.8091320021654
"761","MI",2020-04-28,-40.1218349380182
"762","MO",2020-04-28,-37.9551115478264
"763","IN",2020-04-28,-28.4811967953157
"764","LA",2020-04-28,-26.3011963829549
"765","MA",2020-04-28,-43.1665255097998
"766","IL",2020-04-28,-31.7828763352383
"767","FL",2020-04-28,-32.0608238249587
"768","CT",2020-04-28,-39.9748023629769
"769","CO",2020-04-28,-26.6672925990262
"770","AZ",2020-04-28,-26.015168615528
"771","AZ",2020-04-27,-29.0702005605927
"772","CT",2020-04-27,-47.7301274608841
"773","CO",2020-04-27,-27.4785985605119
"774","FL",2020-04-27,-28.9831069157925
"775","IL",2020-04-27,-32.1239930229296
"776","LA",2020-04-27,-24.011789918556
"777","IN",2020-04-27,-28.2266681798465
"778","MA",2020-04-27,-48.7953736195898
"779","MO",2020-04-27,-40.2779446920039
"780","MI",2020-04-27,-41.29841179466
"781","MT",2020-04-27,-21.0498171300193
"782","NC",2020-04-27,-32.2471699827407
"783","NM",2020-04-27,-30.5265625594723
"784","NH",2020-04-27,-41.3217513103672
"785","OH",2020-04-27,-32.6305055672127
"786","TN",2020-04-27,-15.1983216050761
"787","RI",2020-04-27,-42.4539432767165
"788","US",2020-04-27,-32.3235537171224
"789","TX",2020-04-27,-31.2320436050362
"790","VT",2020-04-27,-43.6420941137261
"791","WA",2020-04-27,-29.267963063368
"792","VA",2020-04-27,-40.0449038905173
"793","VA",2020-04-26,-39.0115236694836
"794","WA",2020-04-26,-39.6902063589163
"795","VT",2020-04-26,-49.4352686245033
"796","TX",2020-04-26,-41.0510659799707
"797","US",2020-04-26,-40.0640780505726
"798","RI",2020-04-26,-47.7829940061896
"799","TN",2020-04-26,-28.6603669889078
"800","OH",2020-04-26,-49.9046474409118
"801","NH",2020-04-26,-44.934074825174
"802","NM",2020-04-26,-34.63225244308
"803","NC",2020-04-26,-42.5735942678215
"804","MT",2020-04-26,-16.0875652152578
"805","MO",2020-04-26,-25.3962867513024
"806","MA",2020-04-26,-57.9993552276409
"807","MI",2020-04-26,-46.4797209368421
"808","IN",2020-04-26,-41.2799809055661
"809","LA",2020-04-26,-23.5004598061617
"810","IL",2020-04-26,-32.9176520419418
"811","FL",2020-04-26,-40.9350837671152
"812","CT",2020-04-26,-60.5803091117525
"813","AZ",2020-04-26,-36.6376605137609
"814","CO",2020-04-26,-35.9933405382494
"815","CO",2020-04-25,-35.1555343194548
"816","AZ",2020-04-25,-32.8297350005492
"817","CT",2020-04-25,-37.944163027508
"818","FL",2020-04-25,-38.1993220095591
"819","IL",2020-04-25,-45.3432032115924
"820","LA",2020-04-25,-20.2211869347075
"821","IN",2020-04-25,-41.1108471729618
"822","MI",2020-04-25,-48.3626373925375
"823","MA",2020-04-25,-42.6910626739023
"824","MO",2020-04-25,-37.9708041518612
"825","MT",2020-04-25,-20.4813041231882
"826","NC",2020-04-25,-42.0115399830883
"827","NM",2020-04-25,-29.4069187926293
"828","NH",2020-04-25,-25.0835872565728
"829","OH",2020-04-25,-40.0897080134132
"830","TN",2020-04-25,-32.9059682109568
"831","RI",2020-04-25,-31.3508087356767
"832","US",2020-04-25,-37.2587867849695
"833","TX",2020-04-25,-29.4083521834779
"834","VT",2020-04-25,-35.9137114468669
"835","WA",2020-04-25,-42.8516985196944
"836","VA",2020-04-25,-39.6297849071734
"837","VA",2020-04-24,-37.8948701158877
"838","WA",2020-04-24,-35.9530874622519
"839","VT",2020-04-24,-43.2643169484562
"840","TX",2020-04-24,-34.8733710252418
"841","US",2020-04-24,-36.0029165604728
"842","TN",2020-04-24,-19.1091458970016
"843","OH",2020-04-24,-36.0230676777693
"844","RI",2020-04-24,-41.6670353286963
"845","NH",2020-04-24,-37.364446974937
"846","NM",2020-04-24,-28.3636495688921
"847","NC",2020-04-24,-36.080766433388
"848","MT",2020-04-24,-26.1746804565965
"849","MO",2020-04-24,-41.6804644531872
"850","MA",2020-04-24,-50.1446889305523
"851","MI",2020-04-24,-47.2903408721454
"852","IN",2020-04-24,-32.3909435213985
"853","LA",2020-04-24,-26.158945629907
"854","IL",2020-04-24,-37.5087763281911
"855","FL",2020-04-24,-34.5567243662894
"856","CT",2020-04-24,-51.4199963822841
"857","AZ",2020-04-24,-30.4176223071802
"858","CO",2020-04-24,-37.261139413479
"859","CO",2020-04-23,-37.2027898597253
"860","AZ",2020-04-23,-30.7227322265487
"861","CT",2020-04-23,-47.3168106789511
"862","FL",2020-04-23,-36.4090961210456
"863","IL",2020-04-23,-36.2938244102216
"864","LA",2020-04-23,-30.4144941874007
"865","IN",2020-04-23,-36.878327412273
"866","MI",2020-04-23,-49.3287051295133
"867","MA",2020-04-23,-45.4983206354462
"868","MO",2020-04-23,-45.1970719054128
"869","MT",2020-04-23,-29.6075963728224
"870","NC",2020-04-23,-41.7720370867803
"871","NM",2020-04-23,-34.451179454153
"872","NH",2020-04-23,-34.3526389491593
"873","RI",2020-04-23,-37.2714580279377
"874","OH",2020-04-23,-40.6986005328813
"875","TN",2020-04-23,-31.8651511933203
"876","US",2020-04-23,-38.1705747437784
"877","TX",2020-04-23,-34.8652217306594
"878","VT",2020-04-23,-39.9273783760378
"879","WA",2020-04-23,-35.2795186879014
"880","VA",2020-04-23,-42.0599192320532
"881","VA",2020-04-22,-38.8512717863297
"882","WA",2020-04-22,-33.372422731949
"883","VT",2020-04-22,-45.6221101008062
"884","TX",2020-04-22,-35.6667614464992
"885","US",2020-04-22,-35.6493383293623
"886","TN",2020-04-22,-22.7796229990463
"887","OH",2020-04-22,-37.3096198547969
"888","RI",2020-04-22,-38.3429927815326
"889","NH",2020-04-22,-37.6174316969534
"890","NM",2020-04-22,-31.0411025202008
"891","NC",2020-04-22,-33.9258004963396
"892","MT",2020-04-22,-20.8410524325586
"893","MO",2020-04-22,-41.6744949257856
"894","MI",2020-04-22,-49.2281017689269
"895","IN",2020-04-22,-30.3646565731307
"896","LA",2020-04-22,-28.7721448867289
"897","MA",2020-04-22,-47.0853983673387
"898","IL",2020-04-22,-34.9200412520641
"899","FL",2020-04-22,-34.007496498005
"900","CT",2020-04-22,-46.6808364711746
"901","AZ",2020-04-22,-30.1656176268587
"902","CO",2020-04-22,-31.2890380771431
"903","WA",2020-04-21,-30.7302522136303
"904","VT",2020-04-21,-47.5684108782687
"905","US",2020-04-21,-35.089341064072
"906","VA",2020-04-21,-39.2547244030128
"907","TN",2020-04-21,-18.366485658865
"908","TX",2020-04-21,-34.7283296359576
"909","RI",2020-04-21,-42.2443795767986
"910","NC",2020-04-21,-32.8190317666387
"911","MT",2020-04-21,-19.1660185046879
"912","NM",2020-04-21,-31.4204848011764
"913","NH",2020-04-21,-38.812187704233
"914","OH",2020-04-21,-38.3267569994264
"915","MO",2020-04-21,-39.5805611988993
"916","MI",2020-04-21,-49.3726237533655
"917","MA",2020-04-21,-49.9337909411682
"918","IN",2020-04-21,-31.9723706196157
"919","LA",2020-04-21,-21.9737018243013
"920","FL",2020-04-21,-32.3764727705996
"921","IL",2020-04-21,-34.9177489708429
"922","CT",2020-04-21,-52.5622046010548
"923","AZ",2020-04-21,-29.4862907125001
"924","CO",2020-04-21,-34.0546816402485
"925","CO",2020-04-20,-33.6234853863401
"926","AZ",2020-04-20,-31.6754159955882
"927","CT",2020-04-20,-47.3420253901081
"928","IL",2020-04-20,-34.7840902514128
"929","FL",2020-04-20,-35.0565706589147
"930","LA",2020-04-20,-25.2368688110131
"931","IN",2020-04-20,-30.5459714012698
"932","MA",2020-04-20,-47.7547502703156
"933","MI",2020-04-20,-46.9061225591953
"934","MO",2020-04-20,-41.9142161265586
"935","OH",2020-04-20,-35.7373311183188
"936","NH",2020-04-20,-33.5538268798109
"937","NM",2020-04-20,-34.6046731684511
"938","MT",2020-04-20,-23.1803695502473
"939","NC",2020-04-20,-40.9658503037003
"940","RI",2020-04-20,-37.6282840118796
"941","TX",2020-04-20,-36.8013438697996
"942","TN",2020-04-20,-19.7790371645644
"943","VA",2020-04-20,-46.84141090962
"944","US",2020-04-20,-36.3919669224789
"945","VT",2020-04-20,-39.4280326242817
"946","WA",2020-04-20,-28.5107215030564
"947","WA",2020-04-19,-41.5342833552608
"948","VT",2020-04-19,-43.3982666775575
"949","US",2020-04-19,-44.3674508384501
"950","VA",2020-04-19,-39.4893253452564
"951","TN",2020-04-19,-34.8426886070901
"952","TX",2020-04-19,-50.2479651642171
"953","RI",2020-04-19,-35.9523362393889
"954","NC",2020-04-19,-48.5072368553256
"955","NH",2020-04-19,-31.4488281825898
"956","MT",2020-04-19,-26.5327499101659
"957","NM",2020-04-19,-39.1429372623571
"958","OH",2020-04-19,-46.4976334796317
"959","MO",2020-04-19,-37.116829441725
"960","MI",2020-04-19,-57.5136100452381
"961","MA",2020-04-19,-48.1269789698573
"962","IN",2020-04-19,-45.3313730392757
"963","LA",2020-04-19,-42.0064973692144
"964","FL",2020-04-19,-41.4108901203844
"965","IL",2020-04-19,-39.3985720614564
"966","CT",2020-04-19,-48.4009514609739
"967","AZ",2020-04-19,-40.5553620862357
"968","CO",2020-04-19,-44.1752848738015
"969","WA",2020-04-18,-42.0921650607057
"970","VT",2020-04-18,-49.7797721297804
"971","TX",2020-04-18,-39.1582358743213
"972","US",2020-04-18,-41.9581554853114
"973","VA",2020-04-18,-47.1690063207547
"974","TN",2020-04-18,-26.8767182461945
"975","RI",2020-04-18,-52.6221234660023
"976","OH",2020-04-18,-44.0623212116814
"977","NH",2020-04-18,-49.0335274794887
"978","NM",2020-04-18,-34.9732057278354
"979","MT",2020-04-18,-32.5320050326683
"980","NC",2020-04-18,-43.576212019529
"981","MO",2020-04-18,-37.625512550492
"982","MI",2020-04-18,-54.5170689419197
"983","IN",2020-04-18,-38.5566142128283
"984","LA",2020-04-18,-27.5524352092947
"985","MA",2020-04-18,-61.5949812066735
"986","IL",2020-04-18,-38.7507505188808
"987","FL",2020-04-18,-42.6265663320236
"988","CT",2020-04-18,-51.6133853465616
"989","AZ",2020-04-18,-37.2655181673819
"990","CO",2020-04-18,-45.4393756883841
"991","AZ",2020-04-17,-33.43176665
"992","AZ",2020-04-16,-32.91583979
"993","AZ",2020-04-15,-31.00277943
"994","AZ",2020-04-14,-33.16655133
"995","AZ",2020-04-13,-39.16098875
"996","AZ",2020-04-12,-52.65235086
"997","AZ",2020-04-11,-45.16918511
"998","AZ",2020-04-10,-38.21446275
"999","AZ",2020-04-09,-37.66639361
"1000","AZ",2020-04-08,-36.57583037
"1001","AZ",2020-04-07,-33.12146187
"1002","AZ",2020-04-06,-36.81712701
"1003","AZ",2020-04-05,-44.38492215
"1004","AZ",2020-04-04,-38.98634475
"1005","AZ",2020-04-03,-36.65526579
"1006","AZ",2020-04-02,-37.27582498
"1007","AZ",2020-04-01,-33.28033254
"1008","AZ",2020-03-31,-29.57057562
"1009","AZ",2020-03-30,-33.60255875
"1010","AZ",2020-03-29,-41.22089161
"1011","AZ",2020-03-28,-37.3743328
"1012","AZ",2020-03-27,-37.14158222
"1013","AZ",2020-03-26,-33.03089214
"1014","AZ",2020-03-25,-27.5
"1015","AZ",2020-03-24,-25.6
"1016","AZ",2020-03-23,-30
"1017","AZ",2020-03-22,-35.1
"1018","AZ",2020-03-21,-27.1
"1019","AZ",2020-03-20,-22.6
"1020","AZ",2020-03-19,-23
"1021","AZ",2020-03-18,-16.9
"1022","AZ",2020-03-17,-1.1
"1023","AZ",2020-03-16,-1.7
"1024","AZ",2020-03-15,-5
"1025","AZ",2020-03-14,-4.1
"1026","AZ",2020-03-13,-6.8
"1027","AZ",2020-03-12,-5.9
"1028","AZ",2020-03-11,-1.9
"1029","AZ",2020-03-10,0.1
"1030","AZ",2020-03-09,3.6
"1031","AZ",2020-03-08,-2.6
"1032","AZ",2020-03-07,0.9
"1033","AZ",2020-03-06,1.3
"1034","AZ",2020-03-05,0.1
"1035","AZ",2020-03-04,0.3
"1036","AZ",2020-03-03,-4.9
"1037","AZ",2020-03-02,-3.3
"1038","AZ",2020-03-01,11.7
"1039","CO",2020-04-17,-42.51762471
"1040","CO",2020-04-16,-54.62874872
"1041","CO",2020-04-15,-36.94121176
"1042","CO",2020-04-14,-41.40575607
"1043","CO",2020-04-13,-50.21072649
"1044","CO",2020-04-12,-66.84317156
"1045","CO",2020-04-11,-43.43507263
"1046","CO",2020-04-10,-41.66031524
"1047","CO",2020-04-09,-40.53085974
"1048","CO",2020-04-08,-36.91751199
"1049","CO",2020-04-07,-37.4953675
"1050","CO",2020-04-06,-38.50932448
"1051","CO",2020-04-05,-49.84535729
"1052","CO",2020-04-04,-49.21179475
"1053","CO",2020-04-03,-47.65617113
"1054","CO",2020-04-02,-48.81834289
"1055","CO",2020-04-01,-37.10224796
"1056","CO",2020-03-31,-37.36356673
"1057","CO",2020-03-30,-41.02578485
"1058","CO",2020-03-29,-52.02329307
"1059","CO",2020-03-28,-54.65307944
"1060","CO",2020-03-27,-47.63710349
"1061","CO",2020-03-26,-40.25419308
"1062","CO",2020-03-25,-31.7
"1063","CO",2020-03-24,-30.3
"1064","CO",2020-03-23,-31.1
"1065","CO",2020-03-22,-40.4
"1066","CO",2020-03-21,-37.3
"1067","CO",2020-03-20,-40.6
"1068","CO",2020-03-19,-47.9
"1069","CO",2020-03-18,-17.5
"1070","CO",2020-03-17,-16.9
"1071","CO",2020-03-16,-8.3
"1072","CO",2020-03-15,-15.5
"1073","CO",2020-03-14,-14.3
"1074","CO",2020-03-13,-11
"1075","CO",2020-03-12,-0.4
"1076","CO",2020-03-11,-1.4
"1077","CO",2020-03-10,-3.2
"1078","CO",2020-03-09,-0.6
"1079","CO",2020-03-08,1.6
"1080","CO",2020-03-07,1.4
"1081","CO",2020-03-06,-0.9
"1082","CO",2020-03-05,-2.7
"1083","CO",2020-03-04,-2.2
"1084","CO",2020-03-03,-13.2
"1085","CO",2020-03-02,2
"1086","CO",2020-03-01,10.2
"1087","CT",2020-04-17,-48.41332382
"1088","CT",2020-04-16,-48.41401792
"1089","CT",2020-04-15,-48.32345022
"1090","CT",2020-04-14,-46.82900174
"1091","CT",2020-04-13,-60.53819873
"1092","CT",2020-04-12,-62.27512977
"1093","CT",2020-04-11,-48.4382831
"1094","CT",2020-04-10,-53.62694696
"1095","CT",2020-04-09,-56.30805049
"1096","CT",2020-04-08,-53.12133516
"1097","CT",2020-04-07,-48.85830152
"1098","CT",2020-04-06,-43.63718981
"1099","CT",2020-04-05,-57.62298316
"1100","CT",2020-04-04,-51.9873528
"1101","CT",2020-04-03,-54.83824988
"1102","CT",2020-04-02,-52.71731969
"1103","CT",2020-04-01,-41.39738527
"1104","CT",2020-03-31,-39.88716707
"1105","CT",2020-03-30,-34.8482136
"1106","CT",2020-03-29,-53.71313801
"1107","CT",2020-03-28,-44.35924612
"1108","CT",2020-03-27,-45.30969575
"1109","CT",2020-03-26,-42.02776407
"1110","CT",2020-03-25,-46.5
"1111","CT",2020-03-24,-39.8
"1112","CT",2020-03-23,-45.9
"1113","CT",2020-03-22,-44.6
"1114","CT",2020-03-21,-40.1
"1115","CT",2020-03-20,-33.6
"1116","CT",2020-03-19,-38.8
"1117","CT",2020-03-18,-26.5
"1118","CT",2020-03-17,-17.5
"1119","CT",2020-03-16,-13.3
"1120","CT",2020-03-15,-18.7
"1121","CT",2020-03-14,-15.9
"1122","CT",2020-03-13,-5.3
"1123","CT",2020-03-12,-4.8
"1124","CT",2020-03-11,-0.4
"1125","CT",2020-03-10,5.9
"1126","CT",2020-03-09,NA
"1127","CT",2020-03-08,NA
"1128","CT",2020-03-07,1.5
"1129","CT",2020-03-06,2.4
"1130","CT",2020-03-05,2.4
"1131","CT",2020-03-04,-0.1
"1132","CT",2020-03-03,-0.3
"1133","CT",2020-03-02,1.3
"1134","CT",2020-03-01,3.1
"1135","FL",2020-04-17,-34.35902529
"1136","FL",2020-04-16,-39.5221831
"1137","FL",2020-04-15,-37.77476913
"1138","FL",2020-04-14,-37.91252153
"1139","FL",2020-04-13,-38.80797778
"1140","FL",2020-04-12,-52.76818558
"1141","FL",2020-04-11,-44.97951113
"1142","FL",2020-04-10,-39.54669697
"1143","FL",2020-04-09,-39.78175718
"1144","FL",2020-04-08,-39.42574419
"1145","FL",2020-04-07,-38.80586305
"1146","FL",2020-04-06,-40.42276918
"1147","FL",2020-04-05,-53.86548857
"1148","FL",2020-04-04,-49.45596459
"1149","FL",2020-04-03,-40.33493725
"1150","FL",2020-04-02,-33.51986028
"1151","FL",2020-04-01,-32.78205672
"1152","FL",2020-03-31,-32.56664491
"1153","FL",2020-03-30,-29.87005833
"1154","FL",2020-03-29,-43.64398139
"1155","FL",2020-03-28,-37.68419185
"1156","FL",2020-03-27,-31.90369915
"1157","FL",2020-03-26,-32.79392067
"1158","FL",2020-03-25,-29.9
"1159","FL",2020-03-24,-29.8
"1160","FL",2020-03-23,-27.1
"1161","FL",2020-03-22,-34.9
"1162","FL",2020-03-21,-31.3
"1163","FL",2020-03-20,-22.9
"1164","FL",2020-03-19,-20.2
"1165","FL",2020-03-18,-17.7
"1166","FL",2020-03-17,-13
"1167","FL",2020-03-16,-7.3
"1168","FL",2020-03-15,-8.8
"1169","FL",2020-03-14,-7.8
"1170","FL",2020-03-13,-3.6
"1171","FL",2020-03-12,-1.3
"1172","FL",2020-03-11,-0.4
"1173","FL",2020-03-10,0.7
"1174","FL",2020-03-09,0.4
"1175","FL",2020-03-08,-3
"1176","FL",2020-03-07,-0.7
"1177","FL",2020-03-06,-0.1
"1178","FL",2020-03-05,-1.5
"1179","FL",2020-03-04,-0.4
"1180","FL",2020-03-03,2.6
"1181","FL",2020-03-02,1
"1182","FL",2020-03-01,1
"1183","IL",2020-04-17,-43.80938777
"1184","IL",2020-04-16,-37.20883856
"1185","IL",2020-04-15,-38.31893871
"1186","IL",2020-04-14,-38.47705073
"1187","IL",2020-04-13,-40.70532628
"1188","IL",2020-04-12,-54.44007812
"1189","IL",2020-04-11,-45.76027835
"1190","IL",2020-04-10,-43.27440977
"1191","IL",2020-04-09,-39.16122841
"1192","IL",2020-04-08,-39.38497291
"1193","IL",2020-04-07,-37.61322397
"1194","IL",2020-04-06,-40.64743947
"1195","IL",2020-04-05,-47.03085975
"1196","IL",2020-04-04,-47.93269048
"1197","IL",2020-04-03,-41.59154406
"1198","IL",2020-04-02,-39.26551518
"1199","IL",2020-04-01,-38.68580373
"1200","IL",2020-03-31,-37.79785917
"1201","IL",2020-03-30,-35.94666071
"1202","IL",2020-03-29,-48.22484829
"1203","IL",2020-03-28,-50.42866357
"1204","IL",2020-03-27,-42.26998893
"1205","IL",2020-03-26,-38.45899847
"1206","IL",2020-03-25,-37.5
"1207","IL",2020-03-24,-39.4
"1208","IL",2020-03-23,-40.1
"1209","IL",2020-03-22,-54.6
"1210","IL",2020-03-21,-36.6
"1211","IL",2020-03-20,-27.2
"1212","IL",2020-03-19,-28.4
"1213","IL",2020-03-18,-24.5
"1214","IL",2020-03-17,-16.6
"1215","IL",2020-03-16,-9.9
"1216","IL",2020-03-15,-13.6
"1217","IL",2020-03-14,-17.9
"1218","IL",2020-03-13,-3.3
"1219","IL",2020-03-12,-2.3
"1220","IL",2020-03-11,-1.6
"1221","IL",2020-03-10,-1.4
"1222","IL",2020-03-09,-6.4
"1223","IL",2020-03-08,5.5
"1224","IL",2020-03-07,1.4
"1225","IL",2020-03-06,-0.9
"1226","IL",2020-03-05,0
"1227","IL",2020-03-04,-0.2
"1228","IL",2020-03-03,0.1
"1229","IL",2020-03-02,-0.7
"1230","IL",2020-03-01,4.8
"1231","IN",2020-04-17,-43.29084229
"1232","IN",2020-04-16,-35.67742183
"1233","IN",2020-04-15,-37.10859097
"1234","IN",2020-04-14,-37.40554851
"1235","IN",2020-04-13,-39.82010689
"1236","IN",2020-04-12,-57.34168414
"1237","IN",2020-04-11,-45.43836235
"1238","IN",2020-04-10,-44.13860924
"1239","IN",2020-04-09,-39.4578491
"1240","IN",2020-04-08,-37.33570176
"1241","IN",2020-04-07,-37.02281487
"1242","IN",2020-04-06,-37.5722977
"1243","IN",2020-04-05,-50.85799758
"1244","IN",2020-04-04,-48.88475356
"1245","IN",2020-04-03,-39.39108218
"1246","IN",2020-04-02,-39.11576672
"1247","IN",2020-04-01,-40.6136586
"1248","IN",2020-03-31,-37.56374704
"1249","IN",2020-03-30,-34.61204114
"1250","IN",2020-03-29,-48.67340059
"1251","IN",2020-03-28,-50.61817605
"1252","IN",2020-03-27,-42.43042636
"1253","IN",2020-03-26,-37.69566165
"1254","IN",2020-03-25,-38.4
"1255","IN",2020-03-24,-30.4
"1256","IN",2020-03-23,-25.8
"1257","IN",2020-03-22,-41.2
"1258","IN",2020-03-21,-34.1
"1259","IN",2020-03-20,-25.3
"1260","IN",2020-03-19,-22.6
"1261","IN",2020-03-18,-19.6
"1262","IN",2020-03-17,-12.6
"1263","IN",2020-03-16,-8.1
"1264","IN",2020-03-15,-12.9
"1265","IN",2020-03-14,-18.6
"1266","IN",2020-03-13,-3.6
"1267","IN",2020-03-12,-1.8
"1268","IN",2020-03-11,-0.9
"1269","IN",2020-03-10,-1.4
"1270","IN",2020-03-09,0
"1271","IN",2020-03-08,5.5
"1272","IN",2020-03-07,2.9
"1273","IN",2020-03-06,-1
"1274","IN",2020-03-05,1.5
"1275","IN",2020-03-04,0.5
"1276","IN",2020-03-03,1.9
"1277","IN",2020-03-02,-1.5
"1278","IN",2020-03-01,3.2
"1279","LA",2020-04-17,-26.18530916
"1280","LA",2020-04-16,-25.11319581
"1281","LA",2020-04-15,-25.12332775
"1282","LA",2020-04-14,-27.71078279
"1283","LA",2020-04-13,-29.18593546
"1284","LA",2020-04-12,-51.38624697
"1285","LA",2020-04-11,-30.58851668
"1286","LA",2020-04-10,-39.13520358
"1287","LA",2020-04-09,-28.87726951
"1288","LA",2020-04-08,-31.13911996
"1289","LA",2020-04-07,-31.42179517
"1290","LA",2020-04-06,-31.18129665
"1291","LA",2020-04-05,-36.95823864
"1292","LA",2020-04-04,-35.20643424
"1293","LA",2020-04-03,-31.57276106
"1294","LA",2020-04-02,-31.3797045
"1295","LA",2020-04-01,-29.1591671
"1296","LA",2020-03-31,-28.63744422
"1297","LA",2020-03-30,-28.52602663
"1298","LA",2020-03-28,-36.24656402
"1299","LA",2020-03-27,-32.95417908
"1300","LA",2020-03-26,-31.98672115
"1301","LA",2020-03-25,-30.1
"1302","LA",2020-03-24,-31
